Name,Description,Location
ketban2424,,
HueDang8684,,
ngothngocdung,,
hatduahau,http://t.co/3uDobebFPg,"quang tri, vietnam"
Raovatonlinevn,"Mạng Thương Mại Điện Tử - Mua Bán - Rao Vặt - Sản Phẩm - Dịch Vụ
- Thông tin mua bán - Thảo luận công nghệ - Chia sẻ tâm sự - Giải trí",VietNam
xmen_liem,,
shimazu_vn,普通の人です。,沖縄
caygiongbo,https://t.co/koSmzMQGh4 nơi cung cấp giống bơ chất lượng uy tín,việt nam
matvotbongban,http://t.co/7JSPtoXX9G,
danmien,,
PierpontBui,Người mang Kiến thức Chứng khoán đến với Đại chúng Việt Nam,"Ha Noi, Vietnam"
PhiFx,,
xaynhadep3,"NHADEPBUILD
Làm đẹp ngôi nhà Việt",Việt Nam
Karaoke357,"Z357 Karaoke là điểm hẹn lý tưởng cho các bạn yêu ca hát. Âm thanh chất lượng cao, thiết kế sang trọng, thức ăn ngon, phục vụ tận tình và chu đáo.","357 Pham Ngu Lao, Q1, HCM"
thegiokythuatso,"Trung Tâm mua sắm sản phẩm kỹ thuật số: Máy ảnh, Máy quay, Máy nghe nhạc, Sản phẩm Apple, Thiết bị Hitech....",Một chữ tín triệu niềm tin
Bkap_Aptech,"HỆ THỐNG ĐÀO TẠO LẬP TRÌNH VIÊN QUỐC TẾ BACHKHOA-APTECH.
Đơn vị duy nhất toàn cầu đạt siêu cup đào tạo lập trình viên xuất sắc nhất.",BachKhoa-Aptech
TheSaigonese,,"Saigon, Vietnam"
ngoctuyen196,,
Son392011,,
tinadoug,,
bietthusaigon,"Tư vấn đầu tư bất động sản: biệt thự, căn hộ, đất nền. http://t.co/oyci9Cu2Oj, http://t.co/gnryi3VSsf, http://t.co/7QeDHcZncO, http://t.co/1Po54EF4mG;",HCM City
Georgiannaalzq,,
panthercapetown,"Anthony Kettle coaches top MMA, Muay Thai, K1 fighters, open to the public. Come for a great fitness workout. We also train and manage EFC Africa fighters.","Parklands, Cape Town"
ilovehtv3,"* HTV3 là kênh truyền hình được quản lý bởi Đài truyền hình Thành phố Hồ Chí Minh dành cho đối tượng thiếu nhi, thanh thiếu niên và gia đình.",
MsAngelsShop,,
vhoang90,"Chiến thắng bản thân, hành động năng động, không được lười biếng, phải thành công trên một lĩnh vực nào đó",Đồng Tháp
clickbemilliona,,
raovatquangba,"http://t.co/bHYMLPANFa - thiet ke web, quang ba web, SEO, sua chua, bao tri may tinh, dich vu tin hoc , designweb, thiết kế web, thiết kế web giá rẻ",VietNam
trilamgiay,,
cieu29,,Vietnam
manhcuong_177,"Viet4Room - Chia sẻ kiến thức khoa học công nghệ
http://t.co/QzK5MtyCJl",http://viet4room.com
hueminhkhangjsc,,
ngoctandaithanh,,
travelviet,"Solution go to Vietnam Travel, with Us, you will have trips most impressive",Hanoi
vietshop365com,,
TrangYenNhi,,Hồ chí Minh
Mayphacaphe,,
mailethuytrang,,
caferosa_qa,,
networkvn,"Director Marketing Online Business; In & Bao Bi Kon Tum.,JSC; Tiep Thi Mang., JSC",Fusion Excel Viet Nam
quehandayhan,,
AlmaDao1,Currently building an online school offering live classes to K-12 students and English learners in Vietnam.,"Hanoi, Vietnam"
Chris_Harutou,"1. Love manga, Arina Tanemura, junji itou
2. Interesting in investigate about ghosts, evil spirit, or something like that...",Việt Nam 
linkhanoi,"http://t.co/TiTBUHkagI, a Website about The cultural world of the Hanoi Nightlife. Events company and producer of WOW.",Hanoi Vietnam
trangtrivoigfrc,,
StuartLatimerho,,
ThanDuoc,,
pn_nguyen,,"Paris, FRANCE"
CaoMeoDen,"Chuyên cung cấp cao mèo đen, cao ngựa bạch, cao trăn chất lương cao",Ho Chi Minh
nguyenha2,Tư vấn hoàn chỉnh hồ sơ liên quan đến nhà đất. .,Bien Hoa
haminhkhangsale,,
dacsanphuquocvn,"- Hải sản khô: khô mực, khô cá thiều, Khô cá đuối, Khô cá chả,.... - Mắm ruốc - Tiêu ngào đường - Rươu siêm - Bí Kỳ Nam, Rong biển, ... Hotline: 0908758518",
Deal24h,"Deal24h.vn Người bạn thời bão giá!
Với Deal24h.vn Bão giá không còn là chịu đựng mà hãy là tận hưởng!",
GolfVaCuocSong,,
canbannha,,
soikeocom,⚽️Soi Kèo TIP Bóng Đá Hàng Đầu https://t.co/R7lZcFN7cs - https://t.co/F0Y2YUYB17 (Soccer TIPS Best Number One),
RuouCaoCap,,
phuoctoantran,,
visitpuretravel,"Inspirational adventure & travel ideas. Guides and blog with info, advice, tips, photos and a travel writing competition!",UK
Vni5,,Tp.HCM
onlinevn,,TpHCM - Việt Nam
viettech,,
nhcuong81,,vietnam
LongRuoiMovie,Long Ruồi Movie,Saigon
muajahi,My sun sets to raise again.,ChiẾc Ô TroNG suỐT
Michiganvietnam,Hoc Tieng Anh,"174A Doi Can, Ba Dinh, Ha Noi"
Trang_sweet,follow me !! follow me ♫..s2..!!,Viet Nam
busiproma_dung,,
huongremy,,"Thaibinh,Vietnam"
Designer_KhaiAn,nothing perfect and me too.....Khai Anh company,
strawberry8889,Bạn đã tìm đuợc một việc làm phù hợp cho mình? hãy cập nhật ngay Cổng thông tin Việc làm Thanh niên Việt Nam,Việt Nam
MrLeChuong,,
vangphotocopy,,
longlong881,,
star_a_alone,,
Golf_n_Life,Golf & Cuộc Sống là tạp chí có uy tín nhất về golf và phong cách sống tại Việt Nam với phương châm là gắn kết golf thành một phần của cuộc sống.,
MyVienThaoTien,"Đào tạo chuyên nghiệp, trang điểm, móng tay, chăm sóc da mặt",Việt Nam
gia24com,"Trang thương mại điện tử tốt nhất tại việt nam, rao vặt, đặt gian hàng, quảng bá sản phẩm, giúp sản phẩm của bạn mau chóng tiếp cận thị trường.",Viet nam
huynhvothinh,,Vietnam
thoitrangaothun,,Sai Gon
lehuyenco,Hello to all! Follow back to all follow me :),Viet Nam
kimerzireyes,,"Cebu, Philippines"
daovinhdat,,Vietnam
VnmNetWorker,,Hanoi-Vietnam
ChienLuocOnline,,
junnary_pro,http://t.co/dlwUN7SYRL,viet nam
lynz_051,,
tvluatanhminh,Tạo bởi Công ty Luật Ánh Minh,Viet Nam
Sophia_Nguyen16,,
to_quoc,Nhóm trí thức yêu nước Việt Nam trong và ngoài nước phối hợp thực hiện.,Francai
HoTayPark,"Hệ thống Công viên Hồ Tây bao gồm 3 khu: Công viên Nước, Công viên Mặt Trời Mới và Khu ẩm thực với tổng diện tích 8,2ha, vị trí cách trung tâm thành phố khoảng","Ha Noi, Viet Nam"
havt005,"Tạo gian hàng thời trang miễn phí trên http://t.co/bfMwrytp8a. thỏa sức mua sắm, quảng cáo.",
lethingocthem,"source furniture: wood, poly rattan, handicraft, stainless steel,garment and source product customer's demand, interpreter and translation ,teaching Vietnamese.",Vietnam
thoitrang247,"Thời trang 247, mua bán quần áo online, thời trang, Cho thuê gian hàng thời trang",Ha Noi
minhkhangjsc,,
nguyendong90,https://t.co/3PvHHMNOtK,Hà Nội
dienlanhbachkho,Đại lý phân phối điều hòa Dịch vụ sửa chữa điện Lạnh Bách Khoa Hà Nội 0902223455,
linh_lyni,lalaLALALALALALAL♥♥♥,
ilacomputer,Chuyên cung cấp sản phẩm và giải pháp công nghệ thông tin,Viet Nam
VinaWTO,,
didulich,"iNTERNET ENTREPRENEUR
http://t.co/lZwcyNZ87q",HCMC-Viet Nam - 
alodacsan,Không chỉ mang đến đặc sản vùng miền bạn yêu thích mà còn mang đến những giá trị văn hóa Việt Nam. Hãy liên hệ với chúng tôi khi bạn nhớ đến món ăn quê nhà.,"168/2 Đặng Văn Ngữ, Phú Nhuận"
soletify,SNEAKER,Hanoi
VillagePizzaCon,"We ARE Lebanon Village Pizza on Hanover Street, Lebanon NH.  Be sure to follow us and keep your eyes peeled for weekly specials and Twitter Only Deals!!","Lebanon, NH"
AnhMinhLaw,An toàn pháp lý sự an tâm trong cuộc sống,
YeathatCow,Life is like shieet ^.^,Wichita
GiadinhNet,Thông tin mọi mặt về Gia đình. Gia đình hành phúc!,Hà Nội
fusionexcelvn,,http://tiepthimang.com
1trieudo,Khóa học Hành trình 1 triệu đô - Giải pháp hoàn hảo cho khát vọng giàu có,Hà Nội
b00_nhinho,I'm a V.I.P,Dalat - Vietnam
kitty_sharon,I'm $haron,Viet Nam
dichvusieutoc,CTY TNHH DV Tin Học Siêu Tốc.,Việt Nam
nhietmieng,,HCM
golden_partners,"Chúng tôi nhà cung cấp chuyên nghiệp về thiết bị cửa nhựa GPwindow , dịch vụ in ấn, thiết kế, quảng cáo, tổ chức các sự kiện.",Việt Nam
luatdc,,
loc_4u,,
phamdonganh,"Entrepreneur, Business Man",Việt Nam
summer_scent907,Übung macht den Meister,Germany
nguyenhuypower,,
HuOnk,"day-dreamer. lovaholic. unexpected, impatient, inconsistent *Blood type B (:","Lancaster, PA"
TinTucF5,Tin tức mới nhất - Cập nhật thường xuyên,"Hanoi, Vietnam"
hidetra18,,
chonvatlieu,Cổng thông tin vật liệu trong kiến trúc & nội thất .,"HCMC, Vietnam"
hafele_vn,"With more than 12 years of experience in Vietnam’s furniture and construction industry, Häfele has become one of the leading hardware specialist in the country.","Ho Chi Minh City, Vietnam"
spanskbilutleie,,Spain
ekiemviec,"حساب يهتم بأخبار الحفلات والفعاليات الموسيقية وتغطيت تذاكرها لا يتبع لأي جهة . .
تسليم فوري 🛑💯",Kingdom of Saudi Arabia
Chinh4,,
dulichdoi,"Du Lịch Đôi 
88/20 Bạch Đằng,P.24,Q.Bình Thạnh
(08) 22.00.88.61 - 22.00.88.62",Tphcm.Viet Nam
nhatkylamme,"Nơi lưu giữ những dòng nhật ký, những lời nhắn nhủ yêu thương của mẹ dành cho con – Nơi ghi dấu hạnh phúc khi đựợc làm mẹ. 
Email: nhatkylamme@gmail.com",Việt Nam
IMarketingVN,,Vietnam
MuaChungNhom,,Ha Noi
OriberryCoffee,Enjoy an Oriberry coffee direct from the local and Indigenous farmers of Vietnam. A fair trade NGO bringing products direct from the farmer to your door.,"Hanoi, Vietnam"
Minh_Hanh1,carsten lang-impressionen-gedanken-erinnerungen... hier bekommt Ihr Geschichten und Einblicke über das wunderschöne Vietnam.,World
Trungdich,"Nhà cung cấp quần áo trẻ em, quần áo theo mùa cho trẻ sơ sinh, Bỉm sữa nhật bản.",Khả Phong - Kim Bảng - Hà Nam
cmtsolutionvn,,"Hanoi, Vietnam"
huongdanhocseo,"Hướng dẫn học SEO, đào tạo SEO, dịch vụ SEO",Việt Nam
dulichdatviet,Trang cập nhật thông tin và hoạt động khuyến mãi của Cty CP Du lịch Đất Việt (Đất Việt Tour),Việt Nam
thanhduongvn,Calypso Group Hotel,27 Cuadong - Hoankiem - HaNoi
vietnam_web,"Thiết kế web, Dịch vụ hosting, SEO, Nâng cấp web",Việt Nam
maychamcong,"Chuyên cung cấp máy chấm công, giải pháp chấm công",Vietnam
sitevoucher,"Voucher là nơi bạn có thể tìm thấy những thông tin Khuyến mãi & Tin tức Sự kiện của các doanh nghiệp, cửa hàng mới nhất tại Việt Nam.",Viet Nam
vuongthuy8x,Sometimes I can't understand myself but I try to make my life better and happier!,Viet Nam
nguoiduatinvn,"Báo điện tử của Hội Luật gia Việt Nam (nguoiduatin.vn): Kênh cập nhật liên tục thông tin thời sự pháp luật, chính trị, xã hội và kinh tế trong nước và thế giới.",Hà Nội
caudulich,"Trang thông tin điện tử du lịch http://t.co/lXz0W8ck1q: tin tức hàng ngày, tin khuyến mãi, khách sạn, resort,ẩm thực, điểm du lịch,... Việt Nam và thế giới","Ha Noi, Vietnam"
Web_RoiGiayTo,"Sự ra đời của website giúp đăng tin Rơi Giấy Tờ-Nhặt Được Giấy Tờ sẽ luôn hữu ích cho tất cả mọi người. 
Rất mong nhận được sự ủng hộ của các bạn.",Viet Nam
egysmile1,,www.egysmile.com
buffyvn,"Looking forward to the coming of ABAP 7.4, UI5 & HANA","Hanoi, vietnam"
phanmemdangtin,Mass Forum Poster - phần mềm đăng tin chuyên nghiệp,
cegmusicvn,"Phát triển giáo dục và tổ chức các dự án âm nhạc cộng đồng. CEG Concert, CEG Music Festival, CEG Summer, CEG Online, CEG Shop","Hà Nội, Việt Nam"
Sofanhapkhau,"Sofa da nhập khẩu trực tiếp từ Italy & Malaysia:Sofa góc,Sofa da góc, Sofa góc nhập khẩu, Sofa nhập khẩu, rẻ hơn 20%-30% thị trường.Hotline: 0978 290 827","Tai Ha Noi -Tp.HCM,Vietnam"
HanoiCalypso,,Hanoi
bichtramvn,VÌ VẺ ĐẸP VÀ HẠNH PHÚC CỦA PHỤ NỮ,"Ho Chi Minh, Viet Nam"
ebridal_vn,"Ebridal is a wedding studio based in Ho Chi Minh City, Vietnam, offering wedding dresses. We dedicate ourselves for the perfection of your dress requirement.",Vietnam
HuynhCongBao,"http://t.co/BEBq1ItOqq
http://t.co/OSk5R9fJfO
http://t.co/pCJa4aHKB7",vn
Mess_KickerChoa,Nhận dự các dự án về Online Marketing - Tư vấn thiết kế website cá nhân và doanh nghiệp. Với chi phí thấp nhất. Mang lại hiệu quả cho Thị trường Online hiện nay,0988 68 39 60
OnlyTube,"@FlickrVIETNAM @YouTubeVIETNAM @InstagramVN @OnlyYouTube 
http://t.co/Ad7bWvkXFu
http://t.co/s0rLZC5yZA
http://t.co/BBAMsdoM1J",iOnlyU
kerryhashna,,
xauxixuxi,,
houseinhanoi1,"We help foreign Expats with Hanoi Real Estate Rentals, include: House in Hanoi, Hanoi Houses, Hanoi Apartments, Hanoi Villas for rent also to buy. Hanoi housi","Hanoi, Vietnam"
docblogus,,London
yamedblog,,Canada
vietnam4u,,
realtorminhquan,"A professional real etstate agent: Serviced apartments, villas, offices, houses for rent in Hanoi. Free service for tenants! Please call: 092 4045 468",
Ads4Newspaper,"All kinds of Advertisement Booking in any Newspaper or Magazine across India. 
Just Call +91 9958584466 Email: booking@ads4newspaper.com",India
webphongcach,"Thiết kế website chuyên nghiêp, hỗ trợ SEO mạnh","26A Đường D52, P. 12, Tân Bình"
Jana1287,,
ghegiamay,"Công ty Nội Thất Minh Thy hoạt động trong lĩnh vực sản xuất ghế mây, ghế giả mây, bàn ghế cafe, bàn ghế sân vườn, sofa set, ghế salon, giường nằm, vật dụng mây",Việt Nam
noindexc,Digital Marketing Magazine,
nghieu15,,
sam_soi,,
khanhlinh_mhq,,Vietnam
khonggianamnhac,Không gian âm nhạc - Không gian thưởng lãm đích thực.(managed by @trananhtuan,Vietnam
congct86,"i'm hoangnhatlong from http://t.co/UNAEw1TVJh... i love webs, social network...& Tây Bắc.
i've living in HaNoi, VietNam",Tây Bắc
thegioiwapgame,"Thế giới wap game là wapsite tải game hay miễn phí uy tín hàng đầu Việt Nam.Những game java,android,ios được phân phối hoàn toàn miễn phí",Viet Nam
datmuavn,,
baocaoquyettoan,"Tp.HCM, Việt Nam.
Chuyên nhận làm báo cáo quyết toán thuế, sổ sách kế toán,... BHXH, BHYT, BHTN. Tư vấn Thuế MIỄN PHÍ.",
anphabe,"http://t.co/cwzu0Tcj is Vietnam largest online network of management professionals. If you are serious about developing your career & business, Join Us Today!","Ho Chi Minh, Viet Nam"
wioreq,,
tranvietanhhp,"I'm Viet Anh Tran, a Vietnam travel expert. My website: https://t.co/jFOefJF7oC","Haiphong, Vietnam"
ngodinh621,tìm top hf . sai gòn nhé,
mytime2push,Ragtubers(n): A person which listens to or enjoys Indie Music,Houston
ktmartvietnam,KTMart Vietnam - https://t.co/1qMHDlOxj9 - 0347886789 - 0904644346,Ngõ 120 Hoàng Quốc Việt
magdi313,"Internet Marketing For 16 Years, Doing Well Looking For More.Love God,My 4 Boys, My Wife, My Biz, My Team...MY LIFE!","Niagara Falls, Ontario"
sinhviendilinh,"Cộng đồng sinh viên Di Linh - Lâm Đồng - Việt Nam. 
Community Student Di Linh - Lam Dong - Vietnam. I love everyone",Lam Dong -Viet Nam 
HoangDzung2012,,
mrdrakele,Yêu em ...,
99kkoo,,
bhongskiie31,,"quezon city,fairview"
iluvbigbangvip,BIGBANG IS VIP,"Hải Phòng City,VN"
vitkun,The official twitter account of vitkun,Thái Nguyên - Việt Nam
nguyendathy91,,
goasiatravel,"Go Asia Travel is specializing in package and customized tours, Alova Gold Cruises Halong, Huong Hai Sealife Cruise... for travelers to Vietnam +84 936 743 136",Hanoi
diaoc24hnet,,
Home4URealEst,Realtybiz provide free advice on Hanoi real estate. Apartments Houses Villas for rent in Hanoi,Viet Nam
module7,"A home furnishings and home accessories based in 83 Xuan Dieu, Hanoi, Vietnam. Our style is simple and elegant, seeking for the essence of things.","83 Xuan Dieu, Hanoi, Vietnam"
huynhsitien,Hello Vietnam,Vietnam
prkenton,"An open space in front makes you surprised with the sophisticated architectural, the great green space. And there is Kenton Residences http://t.co/E8kQIb5Flw",Vietnamese
hunghyco,"Siêu thị thiết bị y tế gia đình
Cung cấp thiết bị chăm sóc sức khỏe, thẩm mỹ uy tín hàng đầu Việt Nam",Viet Nam
Sinnovasoft,,
hoang_nhat,,
Sinhlh,,
dolphin_16,see me in person ..know me by me..then just wen u have the ryt to judge me..,philippines
internetvn,"If You Really Want To Be Rich, You Must Be Change Your Mind.!",http://tiepthimang.com
bacchuscorner,"Bacchus corner offer you Wines, Spirits, Cigars and accessories.
Taste our wine throughout our Enomatic machine (wine delivery, order by phone/mail).",Vietnam - Hochiminh
nhanhieu,"Đăng ký bảo hộ thương hiệu độc quyền, nhãn hiệu hàng hoá, logo doanh nghiệp, kiểu dáng công nghiệp, sáng chế, bản quyền tác giả.",Vietnam
willweiwei,I am the SEVENTH doxology!!!,Ha Noi
gau_dien,,
michy_777,Lic.Nutrición y músico 😃,"México, Mérida"
lamvy_290489,"Love music, Pop, R & B Soul...
spagetti, ice-cream ^^...
I like to walk ...",VietNam
vietlandhousing,"Hanoi apartments, house for the expat community in Hanoi,Vietnam-VIETLAND CO.,LTD-Rental Apartment House Flat Room Villa Office in Hanoi,Call+8498988 5229","Hanoi,Vietnam"
Kimberlioxk,,Oregon
noithatdepvn,"Thiet ke noi that, thiet ke noi that dep, thiết kế nội thất",Việt Nam
kaotran,shipbroker & ship agent based Viet Nam,
trangmyl,,
iD0nTcArEe,C..........,"10.589098,107.206073"
WikiHowvn,Technology,Vietnam
nguyenmainhung,,
xuantocbac,,
caulongbachai,Ciao my Friend,"Firestone, CO"
aldonalex,,uk
NotyWeerasingha,,"Colombo,SriLanka"
ThuDung116,"Never frown, even when you are sad, because you never know who is falling in love with your smile.",Ha Long Bay- Viet Nam
HarborHelpers,"Your local landscaping handyman!
We are committed to the highest standard of customer satisfaction and dedicated to results. We're not satisfied until you are!",Gig Harbor WA
nguyentandung,"I was the Prime minister of Viet Nam, and also I named 2010 Person of the Year. Currently unemployed. All the parody.",Hà Nội
PhanTuyet,,Viet Nam
designtrendy,,"Paris, France"
skill4s,,
blogsv,,
eyeon_asia,"https://t.co/8eNyh2cP4T keep an eye on world's technology trends. 
#Industry40 #iot #ai #blockchain",Japan
hoatuoinhatrang,"Hoa tưoi, hoa tươi Nha Trang, hoa cưới, hoa bàn tiệc, hoa chúc mừng ...
22/33 Đoàn Trần Nghiệp - Vĩnh Phước -  Nha Trang
Hotline: 090.7777.192 ( Thiện Tâm)",Nha Trang - VietNam
yeuthoitrang_vn,,TPHCM
